title,episodes,score,year,type,status,rating,duration,genres,studios,duration_min
Sei Michaela Gakuen Hyouryuuki,2.0,4.91,0,OVA,Finished Airing,R+ - Mild Nudity,37 min per ep,['Erotica'],['Visual 80'],37.0
Sei Michaela Gakuen Hyouryuuki II,2.0,4.63,0,OVA,Finished Airing,Rx - Hentai,47 min per ep,['Hentai'],['J.C.Staff'],47.0
Karasu Tengu Kabuto,39.0,6.52,1990,TV,Finished Airing,R - 17+ (violence & profanity),25 min per ep,"['Action', 'Adventure', 'Drama']",['Azeta Pictures'],25.0
Rakugo Tennyo Oyui,12.0,5.97,2006,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,['Comedy'],['TNK'],24.0
Seraphim Call,12.0,6.4,1999,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Drama', 'Romance', 'Sci-Fi']",['Sunrise'],23.0
Mononoke,12.0,8.41,2007,TV,Finished Airing,R - 17+ (violence & profanity),22 min per ep,"['Horror', 'Mystery', 'Supernatural', 'Suspense']",['Toei Animation'],22.0
Naruto: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo! - Konoha no Sato no Dai Undoukai,1.0,6.86,0,Special,Finished Airing,PG-13 - Teens 13 or older,11 min,['Comedy'],['Studio Pierrot'],11.0
Amon Saga,1.0,5.52,0,Movie,Finished Airing,R - 17+ (violence & profanity),1 hr 14 min,"['Action', 'Adventure', 'Fantasy']",['Toei Animation'],1.0
Roots Search: Shokushin Buttai X,1.0,4.35,0,OVA,Finished Airing,R+ - Mild Nudity,43 min,"['Horror', 'Sci-Fi']",['Production Wave'],43.0
Baccano!,13.0,8.35,2007,TV,Finished Airing,R - 17+ (violence & profanity),24 min per ep,"['Action', 'Mystery', 'Supernatural']","[""Brain's Base""]",24.0
Devilman,39.0,6.53,1972,TV,Finished Airing,R - 17+ (violence & profanity),25 min per ep,"['Action', 'Horror', 'Supernatural']",['Toei Animation'],25.0
Mazinger Z,92.0,7.3,1973,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Drama', 'Sci-Fi']",['Toei Animation'],25.0
Sentou Mecha Xabungle,50.0,7.24,1982,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,['Sci-Fi'],['Sunrise'],24.0
Choujuu Kishin Dancougar,38.0,6.75,1985,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Sci-Fi'],"['Production Reed', 'Ashi Productions']",23.0
Choujuu Kishin Dancougar: Ushinawareta Mono-tachi e no Requiem,1.0,6.39,0,OVA,Finished Airing,PG-13 - Teens 13 or older,1 hr 20 min,['Drama'],['Production Reed'],1.0
Taiyou no Kiba Dougram,75.0,7.5,1981,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Drama', 'Sci-Fi']",['Sunrise'],23.0
Choro Q Dougram,1.0,5.33,0,Movie,Finished Airing,PG-13 - Teens 13 or older,8 min,"['Comedy', 'Sci-Fi']",['Sunrise'],8.0
Dr. Rin ni Kiitemite!,51.0,6.79,2001,TV,Finished Airing,PG - Children,23 min per ep,"['Comedy', 'Fantasy', 'Romance']",['Studio Comet'],23.0
Kirameki☆Project,5.0,6.08,0,OVA,Finished Airing,R+ - Mild Nudity,29 min per ep,"['Comedy', 'Sci-Fi', 'Ecchi']",['Studio Fantasia'],29.0
Malice@Doll,3.0,6.45,0,OVA,Finished Airing,R - 17+ (violence & profanity),26 min per ep,"['Horror', 'Sci-Fi']",[],26.0
Sin: The Movie,1.0,5.11,0,OVA,Finished Airing,R - 17+ (violence & profanity),55 min,"['Action', 'Horror', 'Sci-Fi', 'Supernatural']",['Phoenix Entertainment'],55.0
Sonic★the★Hedgehog,2.0,6.96,0,OVA,Finished Airing,PG - Children,30 min per ep,"['Adventure', 'Comedy', 'Sci-Fi']",['Studio Pierrot'],30.0
Jungle Taitei Movie (1997),1.0,7.02,0,Movie,Finished Airing,G - All Ages,1 hr 38 min,"['Adventure', 'Fantasy']",['Tezuka Productions'],1.0
Gakuen no Shuryousha,2.0,6.05,0,OVA,Finished Airing,Rx - Hentai,29 min per ep,['Hentai'],['Y.O.U.C'],29.0
Red Garden: Dead Girls,1.0,6.29,0,OVA,Finished Airing,R - 17+ (violence & profanity),44 min,['Mystery'],['Gonzo'],44.0
Kidou Senshi Gundam SEED Special Edition,3.0,7.25,0,TV Special,Finished Airing,R - 17+ (violence & profanity),1 hr 35 min per ep,['Sci-Fi'],['Sunrise'],1.0
Mahou no Princess Minky Momo: Yume no Naka no Rondo,1.0,6.62,0,OVA,Finished Airing,G - All Ages,1 hr 26 min,[],['Ashi Productions'],1.0
Shin Kidou Senki Gundam Wing: Endless Waltz Tokubetsu-hen,1.0,7.77,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 34 min,"['Drama', 'Sci-Fi']",['Sunrise'],1.0
CLAMP in Wonderland,1.0,6.84,0,Music,Finished Airing,G - All Ages,7 min,[],['animate Film'],7.0
Saishuu Chikan Densha,3.0,6.38,0,OVA,Finished Airing,Rx - Hentai,29 min per ep,['Hentai'],['T-Rex'],29.0
Shin Saishuu Chikan Densha,3.0,6.35,0,OVA,Finished Airing,Rx - Hentai,30 min per ep,['Hentai'],['T-Rex'],30.0
Mahou Yuugi 2D,24.0,6.39,0,ONA,Finished Airing,PG-13 - Teens 13 or older,5 min per ep,"['Adventure', 'Comedy', 'Fantasy']",['AIC'],5.0
Mahou Yuugi 3D,1.0,5.59,0,OVA,Finished Airing,PG-13 - Teens 13 or older,28 min,['Comedy'],['AIC'],28.0
Nagagutsu wo Haita Neko,1.0,6.97,0,Movie,Finished Airing,G - All Ages,1 hr 20 min,"['Adventure', 'Fantasy']",['Toei Animation'],1.0
Hare Tokidoki Buta (TV),61.0,6.5,1997,TV,Finished Airing,PG - Children,23 min per ep,['Comedy'],['Group TAC'],23.0
Jikuu Tantei Genshi-kun,39.0,6.37,1998,TV,Finished Airing,PG - Children,25 min per ep,"['Adventure', 'Comedy', 'Fantasy', 'Mystery', 'Sci-Fi']",['Group TAC'],25.0
Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,26.0,6.8,1997,TV,Finished Airing,PG - Children,24 min per ep,[],['Tezuka Productions'],24.0
Red Baron,49.0,7.09,1994,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Sci-Fi', 'Sports']",['Tokyo Movie Shinsha'],24.0
Transformers: Car Robots,39.0,6.55,2000,TV,Finished Airing,PG - Children,23 min per ep,"['Adventure', 'Comedy', 'Sci-Fi']","['Gallop', 'Dongwoo A&E']",23.0
D.I.C.E.,40.0,6.38,2006,TV,Finished Airing,PG - Children,25 min per ep,"['Adventure', 'Sci-Fi']",['Xebec'],25.0
Little Nemo,1.0,7.16,0,Movie,Finished Airing,G - All Ages,1 hr 34 min,"['Adventure', 'Fantasy']",['Tokyo Movie Shinsha'],1.0
Kakutou Ryouri Densetsu Bistro Recipe,26.0,6.09,2002,TV,Finished Airing,G - All Ages,25 min per ep,"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",['Group TAC'],25.0
Akihabara Dennou-gumi,26.0,6.56,1998,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Adventure', 'Sci-Fi']",['Ashi Productions'],23.0
Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,1.0,6.7,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr,"['Adventure', 'Comedy', 'Sci-Fi']",['Production I.G'],1.0
Superflat Monogram,1.0,6.45,0,Special,Finished Airing,G - All Ages,5 min,"['Adventure', 'Fantasy']",['Toei Animation'],5.0
Tatakae!! Iczer-1,3.0,6.18,0,OVA,Finished Airing,R+ - Mild Nudity,33 min per ep,"['Sci-Fi', 'Ecchi']",['AIC'],33.0
Bouken! Iczer 3,6.0,5.96,0,OVA,Finished Airing,R - 17+ (violence & profanity),30 min per ep,"['Adventure', 'Sci-Fi']","['AIC', 'Darts']",30.0
Kyoushoku Soukou Guyver,1.0,6.23,0,Movie,Finished Airing,R+ - Mild Nudity,54 min,"['Action', 'Horror', 'Sci-Fi']","['animate Film', 'Studio Live']",54.0
Kidou Senshi Gundam SEED Destiny Special Edition,4.0,7.19,0,TV Special,Finished Airing,R - 17+ (violence & profanity),1 hr 30 min per ep,"['Drama', 'Romance', 'Sci-Fi']",['Sunrise'],1.0
Kidou Senshi Gundam SEED: Hoshi no Hazama de,1.0,6.95,0,Special,Finished Airing,PG-13 - Teens 13 or older,5 min,"['Drama', 'Sci-Fi']",['Sunrise'],5.0
Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,1.0,6.55,0,OVA,Finished Airing,R - 17+ (violence & profanity),9 min,['Sci-Fi'],['Tatsunoko Production'],9.0
Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,1.0,6.92,0,OVA,Finished Airing,R - 17+ (violence & profanity),10 min,['Sci-Fi'],['Tatsunoko Production'],10.0
Uchuu no Kishi Tekkaman Blade OVA: Missing Link,1.0,5.94,0,OVA,Finished Airing,R - 17+ (violence & profanity),5 min,['Sci-Fi'],['Tatsunoko Production'],5.0
Kidou Senshi SD Gundam Mk-I,3.0,6.23,0,Special,Finished Airing,PG - Children,9 min per ep,"['Comedy', 'Sci-Fi']",['Sunrise'],9.0
Kidou Senshi SD Gundam Mk-II,3.0,6.11,0,OVA,Finished Airing,PG-13 - Teens 13 or older,10 min per ep,"['Comedy', 'Sci-Fi']",['Sunrise'],10.0
Kidou Senshi SD Gundam Mk-IV,2.0,5.9,0,OVA,Finished Airing,PG-13 - Teens 13 or older,14 min per ep,"['Comedy', 'Sci-Fi']",['Sunrise'],14.0
Kidou Senshi SD Gundam Mk-III,6.0,5.78,0,OVA,Finished Airing,PG-13 - Teens 13 or older,7 min per ep,"['Comedy', 'Sci-Fi']",['Sunrise'],7.0
Kidou Senshi SD Gundam no Gyakushuu,2.0,6.16,0,OVA,Finished Airing,PG-13 - Teens 13 or older,12 min per ep,['Comedy'],['Sunrise'],12.0
Lime-iro Senkitan: Nankoku Yume Roman,2.0,6.12,0,OVA,Finished Airing,R - 17+ (violence & profanity),28 min per ep,"['Comedy', 'Ecchi']",['Studio Hibari'],28.0
Lime-iro Ryuukitan X,13.0,5.63,2005,TV,Finished Airing,R+ - Mild Nudity,24 min per ep,"['Drama', 'Supernatural', 'Ecchi']",['A.C.G.T.'],24.0
"Azusa, Otetsudai Shimasu!",1.0,6.24,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,44 min,"['Comedy', 'Sci-Fi', 'Sports']",['TMS Entertainment'],44.0
Chou Kidou Densetsu DinaGiga,2.0,4.85,0,OVA,Finished Airing,PG-13 - Teens 13 or older,27 min per ep,['Sci-Fi'],['Studio Deen'],27.0
Shounen Kenya,1.0,5.26,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 55 min,['Adventure'],['Toei Animation'],1.0
Daishizen no Majuu: Bagi,1.0,6.44,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,1 hr 24 min,"['Action', 'Romance', 'Sci-Fi']",['Tezuka Productions'],1.0
Muumindani no Suisei,1.0,7.69,0,Movie,Finished Airing,G - All Ages,1 hr 12 min,"['Adventure', 'Fantasy', 'Slice of Life']",['Visual 80'],1.0
Tobe! Kujira no Peek,1.0,6.34,0,Movie,Finished Airing,G - All Ages,1 hr 20 min,"['Adventure', 'Drama']",['Urban Product'],1.0
Injuu Alien,1.0,5.3,0,OVA,Finished Airing,Rx - Hentai,45 min,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Hentai']",['PP Project'],45.0
Akakichi no Eleven,52.0,6.57,1970,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,['Sports'],['Tokyo TV Douga'],25.0
Hen,2.0,4.97,0,OVA,Finished Airing,R+ - Mild Nudity,39 min per ep,"['Comedy', 'Girls Love', 'Ecchi']",['Group TAC'],39.0
Dog Soldier,1.0,3.78,0,OVA,Finished Airing,R - 17+ (violence & profanity),44 min,['Action'],"['J.C.Staff', 'animate Film']",44.0
Freedom Previsited,1.0,6.37,0,OVA,Finished Airing,PG-13 - Teens 13 or older,6 min,"['Action', 'Adventure', 'Sci-Fi']",['Sunrise'],6.0
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,7.0,7.82,0,OVA,Finished Airing,PG-13 - Teens 13 or older,49 min per ep,"['Drama', 'Sci-Fi']",['Phoenix Entertainment'],49.0
Giant Robo Gaiden Ginrei,3.0,6.01,0,OVA,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Comedy', 'Sci-Fi', 'Ecchi']",['Phoenix Entertainment'],25.0
Angel Blade,3.0,6.36,0,OVA,Finished Airing,Rx - Hentai,29 min per ep,"['Action', 'Hentai']","['Front Line', 'Studio G-1Neo']",29.0
Angel Blade Punish!,3.0,6.41,0,OVA,Finished Airing,Rx - Hentai,27 min per ep,"['Adventure', 'Sci-Fi', 'Hentai']",['Asahi Production'],27.0
Nankyoku 28 Gou,1.0,5.44,0,OVA,Finished Airing,Rx - Hentai,38 min,['Hentai'],['Aubeck'],38.0
Kyouhaku: Owaranai Ashita,3.0,5.74,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,['Hentai'],['Production D.M.H'],28.0
Kyouhaku II (Second): Mou Hitotsu no Ashita The Animation,3.0,5.98,0,OVA,Finished Airing,Rx - Hentai,30 min per ep,['Hentai'],['ORADA COMPANY'],30.0
Shin Kyouhaku 2 The Animation: Kizu ni Saku Hana Senketsu no Kurenai,2.0,6.07,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,['Hentai'],['Flavors Soft'],28.0
Jibaku-kun,26.0,7.36,1999,TV,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,"['Adventure', 'Comedy', 'Fantasy']",['Trans Arts'],22.0
Uchuu Densetsu Ulysses 31,26.0,7.11,1981,TV,Finished Airing,G - All Ages,25 min per ep,"['Action', 'Adventure', 'Sci-Fi']",['TMS Entertainment'],25.0
Plastic Little,1.0,6.15,0,OVA,Finished Airing,R+ - Mild Nudity,47 min,"['Adventure', 'Sci-Fi', 'Ecchi']",['animate Film'],47.0
Anime Sanjuushi,52.0,7.15,1987,TV,Finished Airing,G - All Ages,25 min per ep,"['Adventure', 'Drama', 'Romance']","['Gallop', 'Gakken']",25.0
Anime Sanjuushi: Aramis no Bouken,1.0,6.51,0,Movie,Finished Airing,G - All Ages,45 min,"['Adventure', 'Romance']",['Gallop'],45.0
Kenyuu Densetsu Yaiba,52.0,7.13,1993,TV,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,['Adventure'],['Pastel'],22.0
Hikaru no Go: New Year Special,1.0,7.27,0,Special,Finished Airing,G - All Ages,24 min,"['Comedy', 'Supernatural']",['Studio Pierrot'],24.0
Tetsujin 28-gou (2004),26.0,7.43,2004,TV,Finished Airing,G - All Ages,25 min per ep,"['Adventure', 'Drama', 'Sci-Fi']",['Palm Studio'],25.0
Youjuu Kyoushitsu,6.0,5.3,0,OVA,Finished Airing,Rx - Hentai,45 min per ep,"['Horror', 'Supernatural', 'Hentai']",['Ashi Productions'],45.0
Youjuu Kyoushitsu Gaiden,4.0,5.3,0,OVA,Finished Airing,Rx - Hentai,30 min per ep,"['Horror', 'Supernatural', 'Hentai']",['Triple X'],30.0
Gedou Gakuen,5.0,5.57,0,OVA,Finished Airing,Rx - Hentai,40 min per ep,"['Supernatural', 'Hentai']",['Phoenix Entertainment'],40.0
Choujin Densetsu Urotsukidouji,3.0,6.06,0,OVA,Finished Airing,Rx - Hentai,48 min per ep,"['Action', 'Drama', 'Fantasy', 'Hentai']",['Phoenix Entertainment'],48.0
Shin Choujin Densetsu Urotsukidouji Mataiden,2.0,5.67,0,OVA,Finished Airing,Rx - Hentai,47 min per ep,"['Fantasy', 'Horror', 'Sci-Fi', 'Hentai']",['Phoenix Entertainment'],47.0
Choujin Densetsu Urotsukidouji: Mirai-hen,4.0,5.65,0,OVA,Finished Airing,Rx - Hentai,48 min per ep,"['Fantasy', 'Horror', 'Sci-Fi', 'Hentai']",['Phoenix Entertainment'],48.0
Choujin Densetsu Urotsukidouji: Inferno Road,3.0,5.4,0,OVA,Finished Airing,Rx - Hentai,43 min per ep,"['Fantasy', 'Horror', 'Sci-Fi', 'Hentai']",['Phoenix Entertainment'],43.0
Choujin Densetsu Urotsukidouji 5: Kanketsu-hen,1.0,5.27,0,OVA,Finished Airing,Rx - Hentai,51 min,"['Fantasy', 'Horror', 'Hentai']",['Phoenix Entertainment'],51.0
Koroshiya 1 The Animation: Episode 0,1.0,5.64,0,OVA,Finished Airing,R+ - Mild Nudity,45 min,"['Action', 'Avant Garde', 'Drama', 'Horror', 'Suspense']",['AIC'],45.0
Shitai wo Arau The Animation,3.0,5.38,0,OVA,Finished Airing,Rx - Hentai,30 min per ep,['Hentai'],['ORADA COMPANY'],30.0
Bondage Game: Shinsou no Reijou-tachi,2.0,5.1,0,OVA,Finished Airing,Rx - Hentai,30 min per ep,"['Suspense', 'Hentai']",['ORADA COMPANY'],30.0
Ail Maniax: Inma Seifukugari & Majogari no Yoru ni,3.0,5.29,0,OVA,Finished Airing,Rx - Hentai,31 min per ep,['Hentai'],['PP Project'],31.0
Pigeon Blood,2.0,5.34,0,OVA,Finished Airing,Rx - Hentai,30 min per ep,['Hentai'],['AT-2'],30.0
Daiakuji: The Xena Buster,6.0,6.63,0,OVA,Finished Airing,Rx - Hentai,29 min per ep,['Hentai'],['Shinkuukan'],29.0
Daiakuji: The Xena Buster Specials,2.0,6.55,0,OVA,Finished Airing,Rx - Hentai,22 min per ep,['Hentai'],['Shinkuukan'],22.0
Devilman: Tanjou-hen,1.0,7.19,0,OVA,Finished Airing,R+ - Mild Nudity,50 min,"['Horror', 'Sci-Fi', 'Supernatural']",['Oh! Production'],50.0
Devilman: Youchou Sirene-hen,1.0,7.06,0,OVA,Finished Airing,R+ - Mild Nudity,57 min,"['Horror', 'Sci-Fi', 'Supernatural']",['Oh! Production'],57.0
Amon: Devilman Mokushiroku,1.0,6.51,0,OVA,Finished Airing,R+ - Mild Nudity,45 min,"['Horror', 'Supernatural']",['Studio Live'],45.0
Kojin Taxi,5.0,6.15,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,['Hentai'],['Studio Jam'],28.0
Choujin Densetsu Urotsukidouji Movie,1.0,6.11,0,Movie,Finished Airing,R+ - Mild Nudity,1 hr 46 min,"['Action', 'Drama', 'Supernatural', 'Hentai']",['Phoenix Entertainment'],1.0
Choujin Densetsu Urotsukidouji 2,1.0,5.86,0,Movie,Finished Airing,Rx - Hentai,1 hr 28 min,"['Fantasy', 'Horror', 'Sci-Fi', 'Hentai']",['Phoenix Entertainment'],1.0
Sei Juushi Bismarck,51.0,7.28,1984,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Adventure', 'Sci-Fi']",['Studio Pierrot'],24.0
Run=Dim,13.0,4.69,2001,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,['Sci-Fi'],"['Idea Factory', 'Digital Dream Studios']",24.0
Pokemon Side Stories,16.0,6.9,2003,TV,Finished Airing,PG - Children,20 min per ep,"['Adventure', 'Comedy', 'Fantasy']",['OLM'],20.0
Virus: Virus Buster Serge,12.0,5.58,1997,TV,Finished Airing,R+ - Mild Nudity,24 min per ep,"['Adventure', 'Sci-Fi']",['Plum'],24.0
Grandeek,1.0,5.52,0,OVA,Finished Airing,R - 17+ (violence & profanity),45 min,"['Adventure', 'Fantasy']","['Group TAC', 'animate Film']",45.0
Touma Kishinden Oni,25.0,6.33,1995,TV,Finished Airing,PG-13 - Teens 13 or older,8 min per ep,['Supernatural'],['J.C.Staff'],8.0
Moetan,12.0,6.41,2007,TV,Finished Airing,R+ - Mild Nudity,24 min per ep,"['Comedy', 'Ecchi']",['Actas'],24.0
Ryouki no Ori 2,3.0,5.67,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,['Hentai'],['Studio Kyuuma'],28.0
Rental Magica,24.0,6.98,2007,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Action', 'Mystery', 'Supernatural']",['Zexcs'],24.0
Ryoujoku no Rensa,2.0,5.98,0,OVA,Finished Airing,Rx - Hentai,29 min per ep,['Hentai'],['Y.O.U.C'],29.0
Hotaruko,3.0,6.07,0,OVA,Finished Airing,Rx - Hentai,30 min per ep,['Hentai'],['Arms'],30.0
Enbo,6.0,7.14,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,"['Drama', 'Hentai']",['Big Wing'],28.0
Mugen no Kyoukai,4.0,5.51,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,"['Fantasy', 'Hentai']",['Mikimoto Production'],28.0
Shusaku,3.0,5.62,0,OVA,Finished Airing,Rx - Hentai,27 min per ep,['Hentai'],['Production D.M.H'],27.0
Shusaku Replay,4.0,5.87,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,['Hentai'],"['ORADA COMPANY', 'PP Project']",28.0
Shusaku Liberty,2.0,5.82,0,OVA,Finished Airing,Rx - Hentai,29 min per ep,['Hentai'],['ORADA COMPANY'],29.0
Kisaku,6.0,6.35,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,['Hentai'],['Himajin Planning'],28.0
Kisaku Spirit,3.0,6.14,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,['Hentai'],['Himajin Planning'],28.0
Tokubetsu Jugyou,2.0,5.37,0,OVA,Finished Airing,Rx - Hentai,29 min per ep,['Hentai'],['Y.O.U.C'],29.0
Tokubetsu Jugyou 2,2.0,5.61,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,['Hentai'],['Y.O.U.C'],28.0
Firestorm,26.0,5.38,2003,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Adventure', 'Sci-Fi']",['Trans Arts'],25.0
Cybersix,13.0,7.21,1999,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",['Telecom Animation Film'],23.0
Yakusai Kochou,1.0,5.42,0,OVA,Finished Airing,R+ - Mild Nudity,29 min,"['Comedy', 'Supernatural', 'Ecchi']",['Anime R'],29.0
One Piece: Jango no Dance Carnival,1.0,7.11,0,Special,Finished Airing,PG-13 - Teens 13 or older,6 min,"['Comedy', 'Fantasy']",['Toei Animation'],6.0
One Piece: Yume no Soccer Ou!,1.0,7.07,0,Movie,Finished Airing,PG-13 - Teens 13 or older,5 min,"['Comedy', 'Fantasy', 'Sports']",['Toei Animation'],5.0
Ai Monogatari: 9 Love Stories,1.0,6.53,0,OVA,Finished Airing,PG-13 - Teens 13 or older,1 hr 32 min,"['Drama', 'Romance']",['animate Film'],1.0
Tachiguishi Retsuden,1.0,5.29,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 44 min,"['Comedy', 'Gourmet']",['Production I.G'],1.0
Kagaku Ninja-tai Gatchaman,105.0,6.96,1972,TV,Finished Airing,PG-13 - Teens 13 or older,26 min per ep,"['Action', 'Adventure', 'Sci-Fi']",['Tatsunoko Production'],26.0
Hoshi no Kirby,100.0,6.95,2001,TV,Finished Airing,PG - Children,24 min per ep,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Studio Sign'],24.0
SD Gundam Force,52.0,5.47,2004,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Adventure', 'Comedy', 'Fantasy']",['Sunrise'],25.0
Doraemon Movie 26: Nobita no Kyouryuu 2006,1.0,7.66,0,Movie,Finished Airing,PG - Children,1 hr 46 min,"['Adventure', 'Comedy']",['Shin-Ei Animation'],1.0
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,1.0,7.42,0,Movie,Finished Airing,PG - Children,1 hr 23 min,"['Adventure', 'Comedy', 'Fantasy']",['Shin-Ei Animation'],1.0
Ma ga Ochiru Yoru,3.0,6.39,0,OVA,Finished Airing,Rx - Hentai,27 min per ep,['Hentai'],['Dream Entertainment'],27.0
Kangoku: Injoku no Jikkentou,2.0,5.5,0,OVA,Finished Airing,Rx - Hentai,25 min per ep,['Hentai'],['Eshoya Honpo'],25.0
Milk Junkie: Shimai-hen,4.0,6.78,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,['Hentai'],['T-Rex'],28.0
Digimon Adventure: Bokura no War Game!,1.0,7.81,0,Movie,Finished Airing,PG - Children,40 min,"['Adventure', 'Comedy', 'Sci-Fi']",['Toei Animation'],40.0
Digimon Adventure 02: Diablomon no Gyakushuu,1.0,7.27,0,Movie,Finished Airing,PG - Children,30 min,"['Adventure', 'Comedy', 'Drama', 'Sci-Fi']",['Toei Animation'],30.0
Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,1.0,6.6,0,OVA,Finished Airing,G - All Ages,44 min,"['Adventure', 'Comedy']",['TMS Entertainment'],44.0
GS Mikami,45.0,7.25,1993,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Comedy', 'Supernatural']",['Toei Animation'],24.0
Ashita no Joe,79.0,8.36,1970,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Drama', 'Sports']",['Mushi Production'],25.0
Kodomo no Jikan (TV),12.0,6.68,2007,TV,Finished Airing,R - 17+ (violence & profanity),24 min per ep,"['Comedy', 'Drama', 'Ecchi']",['Studio Barcelona'],24.0
Zombie-Loan,11.0,6.81,2007,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,"['Action', 'Horror', 'Supernatural']",['XEBEC M2'],23.0
Hello! Lady Lynn,36.0,7.57,1988,TV,Finished Airing,G - All Ages,24 min per ep,['Drama'],['Toei Animation'],24.0
Sazae-san,2.0,6.16,1969,TV,Currently Airing,G - All Ages,24 min,['Comedy'],['Eiken'],24.0
Keroro Gunsou Movie 1,1.0,7.22,0,Movie,Finished Airing,PG - Children,59 min,"['Comedy', 'Sci-Fi']",['Sunrise'],59.0
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,1.0,7.27,0,Movie,Finished Airing,PG - Children,1 hr 18 min,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",['Sunrise'],1.0
Gokudou-kun Manyuuki,26.0,7.42,1999,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Adventure', 'Comedy', 'Fantasy']",['Trans Arts'],23.0
Soreyuke Marin-chan,3.0,6.62,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,"['Sci-Fi', 'Hentai']",['Studio G-1Neo'],28.0
Ane to Boin,2.0,6.65,0,OVA,Finished Airing,Rx - Hentai,25 min per ep,['Hentai'],['Flavors Soft'],25.0
Cambrian,2.0,5.71,0,OVA,Finished Airing,Rx - Hentai,27 min per ep,['Hentai'],['Studio Jam'],27.0
Boin,2.0,6.61,0,OVA,Finished Airing,Rx - Hentai,28 min per ep,['Hentai'],['Shindeban Film'],28.0
Assemble Insert,2.0,6.12,0,OVA,Finished Airing,PG-13 - Teens 13 or older,29 min per ep,"['Comedy', 'Sci-Fi']",['Studio Coa'],29.0
Super Fishing Grander Musashi,25.0,6.95,1997,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Adventure', 'Sports']",['Nippon Animation'],25.0
Grander Musashi RV,39.0,7.16,1998,TV,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Adventure', 'Sports']",['Nippon Animation'],25.0
Saigo no Door wo Shimero!,1.0,6.5,0,OVA,Finished Airing,PG-13 - Teens 13 or older,30 min,"['Boys Love', 'Comedy', 'Drama', 'Erotica']",['Phoenix Entertainment'],30.0
